,song_name,song_id,song_genre,url,artist,artist_id,artist_genre,release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_,time_signature
583,너 없는 시간에,1ry1H79dfOZEP24vW5IFCb,k-pop,https://open.spotify.com/track/1ry1H79dfOZEP24vW5IFCb,스카이워커,7sf9RUXZqHRFKSJsk7tTiP,[],2011-11-25,196754,0,0.594,0.734,10,-4.218,1,0.0564,0.308,0.0,0.269,0.468,80.95,196754,4
584,When I Can't Sing (내가 노래를 못해도),3732fMFOtAMrox2XC483MH,k-pop,https://open.spotify.com/track/3732fMFOtAMrox2XC483MH,SE7EN,14yLuCwlBqteUdBqx9soJV,['k-pop'],2012-02-01,235450,0,0.661,0.615,0,-6.222,1,0.0288,0.496,0.0,0.0852,0.698,143.913,235450,4
585,Expired (유통기한),2iwexzm7HBMZQakoZQtXm0,k-pop,https://open.spotify.com/track/2iwexzm7HBMZQakoZQtXm0,Tablo,3NdOtTPPaXrCyC7Lpmzyhv,"['k-pop', 'k-rap', 'korean r&b']",2011-11-01,239266,0,0.648,0.261,9,-15.112,0,0.0275,0.336,0.0125,0.105,0.137,98.016,239267,4
586,사랑한다 (Instrumental Version),5iQyzU6M9DDZHBVVWBfPIz,k-pop,https://open.spotify.com/track/5iQyzU6M9DDZHBVVWBfPIz,Sunny Hill,1ePYD8tMMM4Y8gbwi69vaf,['k-pop girl group'],2012-02-20,200508,0,0.357,0.724,0,-9.867,0,0.0357,0.0274,0.854,0.222,0.471,219.962,200508,4
587,Sad Song (느린노래),6ezuIWphgAyuOc2aK7xMHT,k-pop,https://open.spotify.com/track/6ezuIWphgAyuOc2aK7xMHT,Baek A Yeon,5UKoKVlU7EDN4UgDuVRAbX,"['k-pop', 'korean pop']",2012-09-10,206825,0,0.531,0.567,6,-4.61,1,0.036,0.632,0.0,0.598,0.277,80.018,206826,4
588,Fantastic Baby,6uXrjiWj3bUzstZPrz8o9Y,k-pop,https://open.spotify.com/track/6uXrjiWj3bUzstZPrz8o9Y,BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,"['k-pop', 'k-pop boy group']",2012-02-29,233592,0,0.727,0.837,2,-3.921,1,0.0575,0.00247,0.0,0.0765,0.556,130.076,233593,4
589,LET ME BE ALONE,7A3MIUkX1ZCQiGvtUNjWVi,k-pop,https://open.spotify.com/track/7A3MIUkX1ZCQiGvtUNjWVi,부부(Booboo),5apQNcVDuLPMd5yFznjilb,[],2008-03-10,193906,0,0.618,0.693,10,-7.112,1,0.0404,0.3,0.00326,0.275,0.374,133.948,193907,4
590,How Great Is Your Love(Original Title : Still Believe In Love),2eOIqhpnELSYup7FhZtUB9,k-pop,https://open.spotify.com/track/2eOIqhpnELSYup7FhZtUB9,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,232853,0,0.561,0.72,4,-5.322,1,0.0316,0.157,0.0,0.271,0.428,134.122,232853,4
591,MR. TAXI (Original Title : Mr. Taxi),5uZ04IOiI3TsXSBSQNb4p1,k-pop,https://open.spotify.com/track/5uZ04IOiI3TsXSBSQNb4p1,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,212733,0,0.859,0.94,10,-2.574,0,0.0971,0.0316,0.0,0.0902,0.862,122.02,212733,4
592,달 그림자,7gqCHhkEJ2svqOFGa98bJs,k-pop,https://open.spotify.com/track/7gqCHhkEJ2svqOFGa98bJs,김태성,5MAA8HJ5GHUr0AZboQVUDV,[],2011-08-09,267679,0,0.505,0.244,3,-9.769,0,0.0361,0.462,0.000394,0.102,0.141,139.788,267679,4
593,너에게 보낸 내 마음,3ul7iTmHfRZxPwbUNYZH4Q,k-pop,https://open.spotify.com/track/3ul7iTmHfRZxPwbUNYZH4Q,Yiruma,0fauHpmSHwodVYIjTqOGHz,"['korean instrumental', 'neo-classical', 'new age piano']",2011-11-30,214320,0,0.172,0.0929,1,-19.231,1,0.0372,0.988,0.858,0.0924,0.0367,66.027,214320,4
594,The Boys *Bring The Boys Out* - David Anthony Remix,7MKWteBZeyVrHwxGcUQZCT,k-pop,https://open.spotify.com/track/7MKWteBZeyVrHwxGcUQZCT,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,265986,0,0.794,0.86,11,-3.754,0,0.042,0.0116,0.000219,0.212,0.795,127.985,265987,4
595,그대 닮은 날 (feat. 한혜진),3rcJRK3I0NsLgAVWJ2Nw5N,k-pop,https://open.spotify.com/track/3rcJRK3I0NsLgAVWJ2Nw5N,JOYjin(조이진),3HgDVAqIQuuXQCXhSD4ILl,[],2012-01-16,175103,0,0.581,0.0846,2,-15.933,1,0.0513,0.961,0.000135,0.0579,0.171,121.086,175103,4
596,Kiss,1B5pOJbHjKFEs7zrembCuo,k-pop,https://open.spotify.com/track/1B5pOJbHjKFEs7zrembCuo,Yoon Han,7x2TQ2hsCj1I1eAWpgPlZF,"['korean jazz', 'korean singer-songwriter']",2012-02-15,341973,0,0.505,0.189,0,-17.597,1,0.0441,0.988,0.895,0.161,0.275,127.394,341973,4
597,Love Dust (사랑 먼지),7CUI7BD83Lg5u2wc1SQBIX,k-pop,https://open.spotify.com/track/7CUI7BD83Lg5u2wc1SQBIX,BIGBANG,4Kxlr1PRlDKEB0ekOCyHgX,"['k-pop', 'k-pop boy group']",2012-06-01,231826,0,0.663,0.738,0,-5.304,1,0.0961,0.0309,0.0,0.312,0.621,129.923,231827,4
598,그런 날이 있잖아,5xlwMwAq88rher0Z8u0ElU,k-pop,https://open.spotify.com/track/5xlwMwAq88rher0Z8u0ElU,핸섬피플,5GWCToYy1PbYvNiFHvk8zM,[],2011-12-19,215640,0,0.518,0.307,4,-9.436,1,0.0301,0.825,2.27e-05,0.107,0.527,175.929,215641,4
599,My Best Friend,0E0muFikQ5uihLMTysbAYC,k-pop,https://open.spotify.com/track/0E0muFikQ5uihLMTysbAYC,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2010-01-01,204920,22,0.738,0.837,5,-2.762,1,0.0568,0.479,0.0,0.681,0.896,119.995,204920,4
600,Because Of You,1LvHYm4dAaydN6QqIdTchd,k-pop,https://open.spotify.com/track/1LvHYm4dAaydN6QqIdTchd,Yoon Han,7x2TQ2hsCj1I1eAWpgPlZF,"['korean jazz', 'korean singer-songwriter']",2012-02-15,418800,0,0.687,0.331,0,-10.998,1,0.0482,0.654,0.925,0.104,0.0786,120.171,418800,4
601,Go,2TpvcvfZ0e8xBXndz9vL0r,k-pop,https://open.spotify.com/track/2TpvcvfZ0e8xBXndz9vL0r,Jay Park,4XDi67ZENZcbfKnvMnTYsI,"['k-pop', 'k-rap', 'korean r&b']",2012-01-01,247066,0,0.652,0.627,8,-7.267,1,0.152,0.107,0.0,0.0983,0.451,125.131,247067,4
602,Leggo (feat. 나르샤 Narsha (Brown Eyed Girls)),1j0YEi4m4HheTvJfgcPi0V,k-pop,https://open.spotify.com/track/1j0YEi4m4HheTvJfgcPi0V,Miryo,6wJGHv6dfPrZxFoZXXwtLO,[],2012-02-01,214857,0,0.697,0.765,9,-4.614,1,0.0685,0.0934,0.0,0.245,0.642,144.986,214857,4
603,Lazy Girl (Dolce Far Niente) (Original Title : Crazy Girl),3qlvohNWQv9onh8PUbgENK,k-pop,https://open.spotify.com/track/3qlvohNWQv9onh8PUbgENK,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,183906,0,0.747,0.716,0,-3.859,1,0.0328,0.0272,0.0,0.644,0.741,138.034,183907,4
604,너를 비운다,7bF9fbaFvT0zHLYMufTuzO,k-pop,https://open.spotify.com/track/7bF9fbaFvT0zHLYMufTuzO,Cho Hyung Woo,2mJ89mSNpPIw2zX7LS4VEU,[],2011-10-04,214247,0,0.565,0.444,9,-7.498,1,0.0234,0.553,0.0,0.273,0.149,83.014,214247,4
605,오랜만에,7bmyd8uSJRSyT7i9Avjtr2,k-pop,https://open.spotify.com/track/7bmyd8uSJRSyT7i9Avjtr2,채효정,2G6QkRfuugMDh3ZKwYCI4R,[],2011-11-02,229846,0,0.453,0.112,11,-14.133,1,0.0397,0.841,0.0,0.154,0.239,137.972,229847,4
606,Feeder,0TNhidI8h2barc2V6i5INF,k-pop,https://open.spotify.com/track/0TNhidI8h2barc2V6i5INF,부부(Booboo),5apQNcVDuLPMd5yFznjilb,[],2010-01-14,158810,0,0.532,0.987,7,-3.691,1,0.0875,0.00123,0.554,0.127,0.555,155.924,158810,4
607,Kiss The Rain (String ver.),15Sg98H4bhee8u28PaN8Br,k-pop,https://open.spotify.com/track/15Sg98H4bhee8u28PaN8Br,Yiruma,0fauHpmSHwodVYIjTqOGHz,"['korean instrumental', 'neo-classical', 'new age piano']",2011-11-30,264773,0,0.33,0.139,8,-17.001,1,0.0338,0.953,0.444,0.0793,0.187,139.222,264773,4
608,VITAMIN,7H8LYB4a2hitdTx6TQxn25,k-pop,https://open.spotify.com/track/7H8LYB4a2hitdTx6TQxn25,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,189120,0,0.776,0.898,6,-2.135,1,0.149,0.106,0.0,0.384,0.635,129.943,189120,4
609,태엽감기,5fGIGKZTydaZmvG9W035rM,k-pop,https://open.spotify.com/track/5fGIGKZTydaZmvG9W035rM,lalasweet,5i8AqrrtbwtPqzkavePQy1,"['k-indie', 'k-rock']",2011-11-29,189053,0,0.481,0.722,0,-6.511,1,0.0357,0.0154,0.00451,0.0824,0.575,144.09,189053,4
610,Lazy Girl (Dolce Far Niente) (Original Title : Crazy Girl),4l10B3QGkds4bzMtqhCeUB,k-pop,https://open.spotify.com/track/4l10B3QGkds4bzMtqhCeUB,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,183906,0,0.746,0.701,0,-3.931,1,0.0335,0.0249,0.0,0.623,0.725,137.976,183907,4
611,OSCAR,35YeuCrmD5VW5e7NBuJOfq,k-pop,https://open.spotify.com/track/35YeuCrmD5VW5e7NBuJOfq,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,201040,0,0.796,0.86,9,-2.33,0,0.0385,0.0548,7.43e-06,0.622,0.632,100.045,201040,4
612,Girl Friend,7ETF6i7OdQangmvaB68nG8,k-pop,https://open.spotify.com/track/7ETF6i7OdQangmvaB68nG8,Jay Park,4XDi67ZENZcbfKnvMnTYsI,"['k-pop', 'k-rap', 'korean r&b']",2012-01-01,196613,0,0.747,0.803,0,-5.674,1,0.16,0.0795,0.0,0.172,0.561,105.002,196613,4
613,언젠가 올 것 같았던 뜻밖의 순간,0ZtXNKzuaZRGxpIjrlHrKz,k-pop,https://open.spotify.com/track/0ZtXNKzuaZRGxpIjrlHrKz,STi,38m6NaoBF8CowoI9HfswXC,[],2011-11-28,305853,0,0.694,0.701,1,-5.617,0,0.0409,0.267,0.0,0.371,0.488,130.003,305853,4
614,The Boys,2tcDh7MNKMYFvIPX7iPgRZ,k-pop,https://open.spotify.com/track/2tcDh7MNKMYFvIPX7iPgRZ,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,226893,0,0.889,0.94,1,-0.68,0,0.0886,0.149,0.0,0.171,0.869,114.995,226893,4
615,Can't Nobody [English Version],3CoBROSeZgQv9h8zukq4VC,k-pop,https://open.spotify.com/track/3CoBROSeZgQv9h8zukq4VC,2NE1,1l0mKo96Jh9HVYONcRl3Yp,"['dance pop', 'k-pop', 'k-pop girl group']",2010,208053,0,0.787,0.775,9,-2.762,0,0.0474,0.0408,0.0,0.0563,0.622,129.945,208053,4
616,봄,4Z2BHxQEH1XxCCyqWo6rLc,k-pop,https://open.spotify.com/track/4Z2BHxQEH1XxCCyqWo6rLc,lalasweet,5i8AqrrtbwtPqzkavePQy1,"['k-indie', 'k-rock']",2011-11-29,207906,0,0.382,0.177,9,-12.948,0,0.034,0.924,0.00106,0.111,0.202,209.797,207907,3
617,snowdrop,6aFvTfMCxMdUgWMO5CTqrY,k-pop,https://open.spotify.com/track/6aFvTfMCxMdUgWMO5CTqrY,JAURIM,6evmYxFbDSIHilUaYC9MhL,"['k-indie', 'k-rock']",2011-08-18,104096,0,0.83,0.558,1,-5.482,1,0.034,0.732,0.00014,0.161,0.886,107.952,104097,4
618,How Great Is Your Love(Original Title : Still Believe In Love),5XA4vl2vgiUM3OICR4v4W9,k-pop,https://open.spotify.com/track/5XA4vl2vgiUM3OICR4v4W9,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,232853,28,0.564,0.732,4,-5.334,1,0.0317,0.152,0.0,0.293,0.374,134.11,232853,4
619,Say Yes,0inWRSkaVl6Yh5BrQHxTXS,k-pop,https://open.spotify.com/track/0inWRSkaVl6Yh5BrQHxTXS,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,224680,0,0.729,0.877,5,-2.424,1,0.0567,0.127,1.72e-06,0.185,0.81,139.908,224680,4
620,"Baby, Good Night (inst.)",1j14C4UhZTre17TfW83QDb,k-pop,https://open.spotify.com/track/1j14C4UhZTre17TfW83QDb,lady Jane,52PzQ1a9Gr6RPcpbpCX9jN,[],2011-11-16,204416,0,0.782,0.391,0,-10.354,1,0.0524,0.27,0.924,0.112,0.478,98.008,204416,4
621,사랑에 미쳐본다,077efe1uwJzy0sry334JuQ,k-pop,https://open.spotify.com/track/077efe1uwJzy0sry334JuQ,J.Lee,324dYLqc0sal9kI5GJdyfr,[],2011-09-30,241948,0,0.511,0.547,0,-6.408,1,0.0327,0.375,0.0,0.276,0.276,123.802,241948,3
622,New Breed (Intro),1srxPEXePLO2dKVK3Jo6YD,k-pop,https://open.spotify.com/track/1srxPEXePLO2dKVK3Jo6YD,Jay Park,4XDi67ZENZcbfKnvMnTYsI,"['k-pop', 'k-rap', 'korean r&b']",2012-01-01,151280,0,0.617,0.726,11,-5.745,0,0.404,0.228,0.0,0.235,0.73,80.462,151280,4
623,The Boys,3f7sgGbQUnUPRDB0QpL1xb,k-pop,https://open.spotify.com/track/3f7sgGbQUnUPRDB0QpL1xb,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,226893,0,0.881,0.944,1,-0.604,0,0.0777,0.159,0.0,0.189,0.935,114.986,226893,4
624,너를 비운다 (inst.),6kGi3B5nz6lfOTxnpYzQkG,k-pop,https://open.spotify.com/track/6kGi3B5nz6lfOTxnpYzQkG,Cho Hyung Woo,2mJ89mSNpPIw2zX7LS4VEU,[],2011-10-04,214247,0,0.573,0.39,9,-12.033,1,0.0299,0.177,0.9,0.276,0.195,83.016,214247,4
625,MR. TAXI (Original Title : Mr. Taxi),0b1g557HGvsG6F18pXMpM1,k-pop,https://open.spotify.com/track/0b1g557HGvsG6F18pXMpM1,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,212000,0,0.858,0.928,10,-2.622,0,0.0933,0.0286,0.0,0.0886,0.889,122.008,212000,4
626,Man Sick (Inst.),58xzwKENCR1BtjnXE1QELQ,k-pop,https://open.spotify.com/track/58xzwKENCR1BtjnXE1QELQ,Joe Brown,43uSDYbG4bHsqxoHQ1Ymoi,[],2011-07-01,198810,0,0.689,0.661,0,-7.031,1,0.031,0.00388,0.806,0.0514,0.934,120.011,198811,4
627,Don't Cry,1Kz4snywwNWFfqzlKgx2TH,k-pop,https://open.spotify.com/track/1Kz4snywwNWFfqzlKgx2TH,2NE1,1l0mKo96Jh9HVYONcRl3Yp,"['dance pop', 'k-pop', 'k-pop girl group']",2011-07-28,192786,0,0.584,0.839,7,-2.908,1,0.0319,0.0163,1.5e-05,0.334,0.438,130.006,192787,4
628,Something Special,49fnaab47sfRdmkU9sJ2Nc,k-pop,https://open.spotify.com/track/49fnaab47sfRdmkU9sJ2Nc,박혜경 (Hye Kyung Park),5IEyLOcDlReopoo9UPMyjR,['k-indie'],2011-08-05,219924,0,0.843,0.302,9,-7.107,0,0.0417,0.645,0.0,0.11,0.469,120.014,219925,4
629,soso,3J5P1KnYnZF9EFE6EJxS34,k-pop,https://open.spotify.com/track/3J5P1KnYnZF9EFE6EJxS34,lalasweet,5i8AqrrtbwtPqzkavePQy1,"['k-indie', 'k-rock']",2011-11-29,176386,0,0.706,0.383,7,-8.041,1,0.0286,0.432,1.82e-06,0.057,0.55,107.061,176387,4
630,Summer Season (여름안엔서 Part 2) (Inst.),3ijPJh6mBJ7cTjFUsCcAok,k-pop,https://open.spotify.com/track/3ijPJh6mBJ7cTjFUsCcAok,정재민&올빼미 (Jaemin Jung&Owl),4wIaclZQ3VesAfqqe8fGr7,[],2011-08-02,186614,0,0.54,0.903,9,-3.804,0,0.0378,9.4e-06,0.291,0.366,0.591,127.018,186614,4
631,FORGET,4VdHzaExP2Kuv4kOyX4Lvd,k-pop,https://open.spotify.com/track/4VdHzaExP2Kuv4kOyX4Lvd,부부(Booboo),5apQNcVDuLPMd5yFznjilb,[],2008-03-10,230106,0,0.547,0.928,2,-5.965,0,0.059,0.0428,0.0151,0.086,0.536,113.974,230107,4
632,사랑한다,1b39rvlQ0HfhGkh7psg0gf,k-pop,https://open.spotify.com/track/1b39rvlQ0HfhGkh7psg0gf,Sunny Hill,1ePYD8tMMM4Y8gbwi69vaf,['k-pop girl group'],2012-02-20,200508,0,0.687,0.825,5,-5.785,0,0.0542,0.124,0.0,0.319,0.631,110.004,200508,4
633,Hope,5CaxIuREV4rmnLM6dhuVDQ,k-pop,https://open.spotify.com/track/5CaxIuREV4rmnLM6dhuVDQ,Yiruma,0fauHpmSHwodVYIjTqOGHz,"['korean instrumental', 'neo-classical', 'new age piano']",2011-11-30,171226,0,0.484,0.202,2,-15.412,1,0.0503,0.981,0.851,0.09,0.282,144.806,171227,3
634,격,7DjbIgA9HTBJq2IfotwJSl,k-pop,https://open.spotify.com/track/7DjbIgA9HTBJq2IfotwJSl,김태성,5MAA8HJ5GHUr0AZboQVUDV,[],2011-08-09,104456,0,0.631,0.338,5,-19.308,0,0.0709,0.418,0.928,0.0997,0.276,126.015,104456,4
635,끝나지 않은 노래,56dXhXbJ0b0mBpwNWTXpM7,k-pop,https://open.spotify.com/track/56dXhXbJ0b0mBpwNWTXpM7,노영채,42Hs3ZckruMniGD2T4Nmko,[],2011-11-02,218051,0,0.574,0.721,10,-5.569,1,0.0299,0.14,3.93e-06,0.102,0.246,128.057,218052,4
636,Hey You/123 Away - Jason Roberts album mix,1jFqvKdjjccHpb3iaVpSlG,k-pop,https://open.spotify.com/track/1jFqvKdjjccHpb3iaVpSlG,"['SKULL', 'Syren']","['7qKWQnE3S7v8m3rLwMVdGg', '63GmTyHxyxnvhFsxHzop3W']","[[], []]",2007-08-21,180150,3,0.859,0.704,10,-5.018,0,0.0954,0.00489,0.0,0.168,0.821,119.982,180150,4
637,Eommara,6CeZBFk5bA3nIILLv6v0eb,k-pop,https://open.spotify.com/track/6CeZBFk5bA3nIILLv6v0eb,더더 밴드(TheThE Band),5WUtamNqBWjmk0uzIKdANT,[],2011-08-29,143000,0,0.53,0.308,1,-9.013,0,0.0379,0.708,0.0,0.21,0.158,122.854,143000,4
638,Boom Di Boom Di - TV Mix,4wBzUXv6FGv5CedIx8FRwX,k-pop,https://open.spotify.com/track/4wBzUXv6FGv5CedIx8FRwX,SKULL,7qKWQnE3S7v8m3rLwMVdGg,[],2007-06-12,200906,0,0.832,0.72,5,-5.511,0,0.0808,0.004,4.08e-06,0.134,0.614,104.986,200907,4
639,My Girl,7ogxXoluKOYJ9MZkJ42P7z,k-pop,https://open.spotify.com/track/7ogxXoluKOYJ9MZkJ42P7z,"['BTOB', 'Min Hyuk Lee', 'Peniel D. Shin', 'Sung Jae Yook', 'Chang Sub Lee', 'Hyun Sik Lim', 'Il Hoon Jung', 'Eun Kwang Seo']","['2hcsKca6hCfFMwwdbFvenJ', '0O6JHzkWOZkI3kr1yyXvMN', '0qQNaoFcB1C1MteW1OxX6b', '6M7MOQxDS7tTXmwavKcgqD', '0QBfGmTaE4wWYHpazClDLP', '4dUSVXGS3spNaUY5llqoHd', '38msH2cFK8ui3GvbWqumqk', '1qbNqs7s9puAKEt1hzEaRG']","[['k-pop', 'k-pop boy group'], [], [], [], [], [], [], []]",2012-01-01,233573,0,0.692,0.78,11,-3.492,1,0.0402,0.236,0.0,0.197,0.875,95.963,233573,4
640,노트북 (Notebook)(Inst.),5SNRvUCDsuFtMFUKwZsl0O,k-pop,https://open.spotify.com/track/5SNRvUCDsuFtMFUKwZsl0O,8Eight,1ALSqzvl13pRiHxNJvgjff,['k-pop'],2012-01-27,209238,0,0.549,0.73,9,-6.802,1,0.0274,0.00124,0.928,0.326,0.553,128.987,209238,4
641,Stay Together,76t3OEWWCV5Joy8XXSbIGX,k-pop,https://open.spotify.com/track/76t3OEWWCV5Joy8XXSbIGX,2NE1,1l0mKo96Jh9HVYONcRl3Yp,"['dance pop', 'k-pop', 'k-pop girl group']",2009-07-08,3056,0,0.0,0.0,0,-9.764,0,0.0,0.0,0.0,0.0,0.0,0.0,3056,0
642,The Boys - Instrumental,6aQlMnewbu3PxW20eJEaE2,k-pop,https://open.spotify.com/track/6aQlMnewbu3PxW20eJEaE2,Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,"['k-pop', 'k-pop girl group']",2011-01-01,228880,7,0.879,0.83,1,-2.573,0,0.106,0.00777,0.81,0.0976,0.238,115.026,228880,4
643,구원 (feat. 김현중 Of M.A.C),48qBuJB98au59U7MHMQc5j,k-pop,https://open.spotify.com/track/48qBuJB98au59U7MHMQc5j,JOYjin(조이진),3HgDVAqIQuuXQCXhSD4ILl,[],2012-01-16,252685,0,0.415,0.417,1,-5.491,1,0.0355,0.496,0.0,0.111,0.268,135.477,252685,4
644,가지마 (feat. 루앤),5LDZXCCjMCfR60ZjkrBV3T,k-pop,https://open.spotify.com/track/5LDZXCCjMCfR60ZjkrBV3T,프라임 베이(Prime Bay),3W65neMGgyuSlqSPFzmo9t,[],2011-10-21,229771,0,0.808,0.798,8,-4.264,1,0.0381,0.522,0.000529,0.227,0.822,97.983,229772,4
645,I Will Get You (스쿠터 Scene),0M0lMh0YlhZR77ft44IBoG,k-pop,https://open.spotify.com/track/0M0lMh0YlhZR77ft44IBoG,Unknown,1F72pgs2ddg2UY3WDNXJ0Q,[],2011-11-02,103275,0,0.927,0.122,4,-16.622,0,0.167,0.803,0.905,0.116,0.491,114.945,103276,4
646,Hold On To The Masters Hand,5eybBvpnVyHdX9pdn3Gvuq,k-pop,https://open.spotify.com/track/5eybBvpnVyHdX9pdn3Gvuq,Steve Lamount Harrold,72mwEKYSc4DtLpGpk22Jle,[],2011-10-19,261557,0,0.578,0.447,5,-9.028,0,0.122,0.23,1.04e-05,0.101,0.407,82.841,261557,4
647,Home (집) [feat. Lee Sora],2GZXgcQzTnWUfaFWixG9Bq,k-pop,https://open.spotify.com/track/2GZXgcQzTnWUfaFWixG9Bq,Tablo,3NdOtTPPaXrCyC7Lpmzyhv,"['k-pop', 'k-rap', 'korean r&b']",2011-11-01,269773,0,0.519,0.399,0,-10.6,1,0.0492,0.638,7.89e-06,0.162,0.341,98.233,269773,4
648,The Boys - Clinton Sparks & Disco Fries Remix,1ugZskrqyktzdfFmd8laKJ,k-pop,https://open.spotify.com/track/1ugZskrqyktzdfFmd8laKJ,"[""Girls' Generation"", 'Snoop Dogg']","['0Sadg1vgvaPqGTOjxu0N6c', '7hJcb9fa4alzcOq3EaNPoG']","[['k-pop', 'k-pop girl group'], ['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']]",2011-01-01,256786,0,0.752,0.784,6,-4.657,0,0.299,0.0178,4.14e-05,0.351,0.817,128.029,256787,4
649,The Boys - Clinton Sparks & Disco Fries Remix,5cY6DFEsxpChho3JU7AG0h,k-pop,https://open.spotify.com/track/5cY6DFEsxpChho3JU7AG0h,"[""Girls' Generation"", 'Lil Playy']","['0Sadg1vgvaPqGTOjxu0N6c', '1d5znoU7LGiCy3H8TMtLWg']","[['k-pop', 'k-pop girl group'], []]",2011-01-01,256777,6,0.757,0.816,6,-4.544,0,0.286,0.0104,8.7e-05,0.35,0.793,127.994,256777,4
