PC1,PC2,TSNE_X,TSNE_Y,MDS_X,MDS_Y
7.782522671784533,-0.8165176300424665,32.641365,50.96333,-5.08412260827533,-7.989916049255178
2.691484958647488,-2.659685450439975,21.577919,41.31586,0.20563829891312416,-5.373289094262194
1.9942972545478668,0.06411809209401316,-20.28016,49.805664,-9.13686989251007,-0.5193695373145116
3.7459649493720333,-3.457074760781515,18.124659,41.441605,0.3990029980346833,-7.122732803793891
-2.0532006566526046,-2.748632025332713,-51.511784,-11.505402,7.445937911261577,-0.8923371759456776
-0.8289095285965777,-2.6763128314837266,-23.455963,40.56518,5.515794020072719,-3.3275831514121443
5.647782704220191,-2.0239912831661786,27.743153,41.54805,-2.4753884536441206,-7.860797948585655
-0.8198648273596723,-4.53043761492563,-58.13527,25.273487,6.737903357612605,-3.5457857899556706
1.7827954701080932,-2.6440732933233813,10.958332,28.708101,0.8190541169706531,-4.3768696327907595
0.10780847967139733,1.4219029993482792,1.6094917,-37.35232,-1.839006735094647,0.9590791383004235
-1.466774967708314,-1.9944021203433142,-39.73919,9.534004,3.694764953023248,-0.15724065045637703
-1.9613741519341679,-3.3812189745120187,-65.81973,4.372532,7.4139019229434435,-2.173456056859113
-0.8185673010075476,-2.8078408912005712,-19.238657,23.074894,4.38534866661414,-2.6365151383978063
5.91546691215808,0.1487908320928801,35.88109,36.893898,-5.208017084313639,-6.017538979868837
4.61393529140432,2.3211660321711056,48.31649,32.24462,-6.963820971239241,-2.7254475695164335
0.6536950385143291,-1.1576705697343668,-19.579151,42.854355,3.06549910013076,-5.204258211821973
6.072042427430586,-1.5377218662517456,29.904953,40.39319,-3.3126299532083836,-7.793440112997365
4.607453482474297,0.6785496129422967,37.294243,30.807623,-5.284058575281478,-4.3747463721659425
5.847208148300262,-1.047987488716994,35.176914,38.50689,-3.834209755795677,-7.639807566815581
0.768114387948463,1.1483896222322993,35.70878,22.391281,-2.505222390371881,-0.0009716118461158329
-2.3611156878162274,-1.588634617571289,-42.011284,13.367807,4.823463480913077,1.0225206825918502
-1.8989102184075597,-1.7372636388657627,-48.922234,28.715647,5.040111153027729,-0.6314402656756631
